pub_ID,sp_name,polymer,size_um_mean,size_um_SD,size_nm_mean,size_nm_SD,particles_per_mg,shape,biodegradable.y.n,color,fluorescence,modified,mod_type,surface_charge,surfactant,abiotic_env,biotic_env,milled,weathered,density_gcm-3,excitation_nm,emission_nm,company,MP_comments,age_d,generation,food_source,food_present,temperature,DOC_added,DOC_type,other_added,other_type,exp_time_h,exp_time_d,conc_p_ml-1,conc_mg_l-1,endpoint,comment_endpoint,c_n_replicates,c_mean,c_SD,c_SE,c_ind_per_replicate,c_n_individuals,t_n_replicates,t_mean,t_SD,t_SE,t_ind_per_replicate,t_n_individuals,data_comment
Jaikumar2019,Daphnia magna,Thermoset amino formaldehyde polymer,4.1000,1.00E+00,4100.0000,1.00E+03,1.84E+09,spherical,no,red,yes,no,NA,NA,no,no,no,no,no,1.3,575,607,"Cospheric, USA ","mean size and sd taken from Ogonowski 2016; according to Cospheric,USA website there is only one particle with the metioned characteristics (https://www.cospheric.com/FMR_red_fluorescent_polymer_microspheres_1micron.htm)",0,0,Pseudokirchneriella subcapitata,yes,22,no,NA,no,NA,504,21,1.00E+02,NA,neonates/adult,food concentration for the second and third week,24,39.65,6.025744767,1.23,1,24,12,32.67,6.20,1.79,1,12,from table 1; SD calculated as SD = SE × √N
Jaikumar2019,Daphnia magna,Thermoset amino formaldehyde polymer,4.1000,1.00E+00,4100.0000,1.00E+03,1.84E+09,spherical,no,red,yes,no,NA,NA,no,no,no,no,no,1.3,575,607,"Cospheric, USA ","mean size and sd taken from Ogonowski 2016; according to Cospheric,USA website there is only one particle with the metioned characteristics (https://www.cospheric.com/FMR_red_fluorescent_polymer_microspheres_1micron.htm)",0,0,Pseudokirchneriella subcapitata,yes,22,no,NA,no,NA,504,21,1.00E+03,NA,neonates/adult,food concentration for the second and third week,24,39.65,6.025744767,1.23,1,24,12,33.58,4.82,1.39,1,12,from table 1; SD calculated as SD = SE × √N
Jaikumar2019,Daphnia magna,Thermoset amino formaldehyde polymer,4.1000,1.00E+00,4100.0000,1.00E+03,1.84E+09,spherical,no,red,yes,no,NA,NA,no,no,no,no,no,1.3,575,607,"Cospheric, USA ","mean size and sd taken from Ogonowski 2016; according to Cospheric,USA website there is only one particle with the metioned characteristics (https://www.cospheric.com/FMR_red_fluorescent_polymer_microspheres_1micron.htm)",0,0,Pseudokirchneriella subcapitata,yes,22,no,NA,no,NA,504,21,1.00E+04,NA,neonates/adult,food concentration for the second and third week,24,39.65,6.025744767,1.23,1,24,12,31.17,7.27,2.1,1,12,from table 1; SD calculated as SD = SE × √N
Jaikumar2019,Daphnia magna,Thermoset amino formaldehyde polymer,4.1000,1.00E+00,4100.0000,1.00E+03,1.84E+09,spherical,no,red,yes,no,NA,NA,no,no,no,no,no,1.3,575,607,"Cospheric, USA ","mean size and sd taken from Ogonowski 2016; according to Cospheric,USA website there is only one particle with the metioned characteristics (https://www.cospheric.com/FMR_red_fluorescent_polymer_microspheres_1micron.htm)",0,0,Pseudokirchneriella subcapitata,yes,22,no,NA,no,NA,504,21,1.00E+05,NA,neonates/adult,food concentration for the second and third week,24,39.65,6.025744767,1.23,1,24,12,23.08,10.32,2.98,1,12,from table 1; SD calculated as SD = SE × √N
Jaikumar2019,Daphnia pulex,Thermoset amino formaldehyde polymer,4.1000,1.00E+00,4100.0000,1.00E+03,1.84E+09,spherical,no,red,yes,no,NA,NA,no,no,no,no,no,1.3,575,607,"Cospheric, USA ","mean size and sd taken from Ogonowski 2016; according to Cospheric,USA website there is only one particle with the metioned characteristics (https://www.cospheric.com/FMR_red_fluorescent_polymer_microspheres_1micron.htm)",0,0,Pseudokirchneriella subcapitata,yes,22,no,NA,no,NA,504,21,1.00E+02,NA,neonates/adult,food concentration for the second and third week,24,30.43,9.161091638,1.87,1,24,12,21.25,10.15,2.93,1,12,from table 1; SD calculated as SD = SE × √N
Jaikumar2019,Daphnia pulex,Thermoset amino formaldehyde polymer,4.1000,1.00E+00,4100.0000,1.00E+03,1.84E+09,spherical,no,red,yes,no,NA,NA,no,no,no,no,no,1.3,575,607,"Cospheric, USA ","mean size and sd taken from Ogonowski 2016; according to Cospheric,USA website there is only one particle with the metioned characteristics (https://www.cospheric.com/FMR_red_fluorescent_polymer_microspheres_1micron.htm)",0,0,Pseudokirchneriella subcapitata,yes,22,no,NA,no,NA,504,21,1.00E+03,NA,neonates/adult,food concentration for the second and third week,24,30.43,9.161091638,1.87,1,24,12,22.67,9.53,2.75,1,12,from table 1; SD calculated as SD = SE × √N
Jaikumar2019,Daphnia pulex,Thermoset amino formaldehyde polymer,4.1000,1.00E+00,4100.0000,1.00E+03,1.84E+09,spherical,no,red,yes,no,NA,NA,no,no,no,no,no,1.3,575,607,"Cospheric, USA ","mean size and sd taken from Ogonowski 2016; according to Cospheric,USA website there is only one particle with the metioned characteristics (https://www.cospheric.com/FMR_red_fluorescent_polymer_microspheres_1micron.htm)",0,0,Pseudokirchneriella subcapitata,yes,22,no,NA,no,NA,504,21,1.00E+04,NA,neonates/adult,food concentration for the second and third week,24,30.43,9.161091638,1.87,1,24,12,19.5,9.15,2.64,1,12,from table 1; SD calculated as SD = SE × √N
Jaikumar2019,Daphnia pulex,Thermoset amino formaldehyde polymer,4.1000,1.00E+00,4100.0000,1.00E+03,1.84E+09,spherical,no,red,yes,no,NA,NA,no,no,no,no,no,1.3,575,607,"Cospheric, USA ","mean size and sd taken from Ogonowski 2016; according to Cospheric,USA website there is only one particle with the metioned characteristics (https://www.cospheric.com/FMR_red_fluorescent_polymer_microspheres_1micron.htm)",0,0,Pseudokirchneriella subcapitata,yes,22,no,NA,no,NA,504,21,1.00E+05,NA,neonates/adult,food concentration for the second and third week,24,30.43,9.161091638,1.87,1,24,12,17.67,6.10,1.76,1,12,from table 1; SD calculated as SD = SE × √N
Martins2018,Daphnia magna,Thermoset amino formaldehyde polymer,4.1000,1.00E+00,4100.0000,1.00E+03,1.84E+08,spherical,no,red,yes,no,NA,NA,no,no,no,no,no,1.3,575,607,"Cospheric, USA ","mean size and sd taken from Ogonowski 2016; according to Cospheric,USA website there is only one particle with the metioned characteristics (https://www.cospheric.com/FMR_red_fluorescent_polymer_microspheres_1micron.htm); same lot as used in Pacheco (2018)",0,0,Chlorella vulgaris,yes,20,no,NA,no,NA,504,21,1.84E+04,0.1,neonates/adult,mean of F0,10,120.25,9.46,2.99,1,10,10,85.55,15.13,4.78,1,10,from figure 2a with metaDigitise
Ogonowski2016,Daphnia magna,Thermoset amino formaldehyde polymer,4.1000,1.00E+00,4100.0000,1.00E+03,1.84E+09,spherical,no,red,yes,no,NA,NA,yes,no,no,no,no,1.3,575,607,"Cospheric, USA ","primary microplastic; according to Cospheric,USA website there is only one particle with the metioned characteristics (https://www.cospheric.com/FMR_red_fluorescent_polymer_microspheres_1micron.htm)",0,0,Pseudokirchneriella subcapitata ,yes,22,no,NA,no,NA,504,21,1.00E+02,NA,neonates/adult,,10,4.8,1.98,NA,1,10,10,7.1,3.35,NA,1,10,raw data from supplement; column 3
Ogonowski2016,Daphnia magna,Thermoset amino formaldehyde polymer,4.1000,1.00E+00,4100.0000,1.00E+03,1.84E+09,spherical,no,red,yes,no,NA,NA,yes,no,no,no,no,1.3,575,607,"Cospheric, USA ","primary microplastic; according to Cospheric,USA website there is only one particle with the metioned characteristics (https://www.cospheric.com/FMR_red_fluorescent_polymer_microspheres_1micron.htm)",0,0,Pseudokirchneriella subcapitata ,yes,22,no,NA,no,NA,504,21,1.00E+03,NA,neonates/adult,,10,4.8,1.98,NA,1,10,10,4.8,1.99,NA,1,10,raw data from supplement; column 3
Ogonowski2016,Daphnia magna,Thermoset amino formaldehyde polymer,4.1000,1.00E+00,4100.0000,1.00E+03,1.84E+09,spherical,no,red,yes,no,NA,NA,yes,no,no,no,no,1.3,575,607,"Cospheric, USA ","primary microplastic; according to Cospheric,USA website there is only one particle with the metioned characteristics (https://www.cospheric.com/FMR_red_fluorescent_polymer_microspheres_1micron.htm)",0,0,Pseudokirchneriella subcapitata ,yes,22,no,NA,no,NA,504,21,1.00E+04,NA,neonates/adult,,10,4.8,1.98,NA,1,10,10,6.1,1.73,NA,1,10,raw data from supplement; column 3
Ogonowski2016,Daphnia magna,Thermoset amino formaldehyde polymer,4.1000,1.00E+00,4100.0000,1.00E+03,1.84E+09,spherical,no,red,yes,no,NA,NA,yes,no,no,no,no,1.3,575,607,"Cospheric, USA ","primary microplastic; according to Cospheric,USA website there is only one particle with the metioned characteristics (https://www.cospheric.com/FMR_red_fluorescent_polymer_microspheres_1micron.htm)",0,0,Pseudokirchneriella subcapitata ,yes,22,no,NA,no,NA,504,21,1.00E+05,NA,neonates/adult,,10,4.8,1.98,NA,1,10,10,5,2.16,NA,1,10,raw data from supplement; column 3
Pacheco2018,Daphnia magna,Thermoset amino formaldehyde polymer,4.1000,1.00E+00,4100.0000,1.00E+03,1.84E+09,spherical,no,red,yes,no,NA,NA,no,no,no,no,no,1.3,575,607,"Cospheric, USA ","mean size and sd taken from Ogonowski 2016; according to Cospheric,USA website there is only one particle with the metioned characteristics (https://www.cospheric.com/FMR_red_fluorescent_polymer_microspheres_1micron.htm); same lot as used in Martins (2018)",0,0,Chlorella vulgaris,yes,20,no,NA,no,NA,504,21,NA,0.02,neonates/adult,,10,118.2,7.90569415,2.5,1,10,10,38.6,14.54647724,4.6,1,10,from table 4
Pacheco2018,Daphnia magna,Thermoset amino formaldehyde polymer,4.1000,1.00E+00,4100.0000,1.00E+03,1.84E+09,spherical,no,red,yes,no,NA,NA,no,no,no,no,no,1.3,575,607,"Cospheric, USA ","mean size and sd taken from Ogonowski 2016; according to Cospheric,USA website there is only one particle with the metioned characteristics (https://www.cospheric.com/FMR_red_fluorescent_polymer_microspheres_1micron.htm); same lot as used in Martins (2018)",0,0,Chlorella vulgaris,yes,20,no,NA,no,NA,504,21,NA,0.2,neonates/adult,,10,118.2,7.90569415,2.5,1,10,10,11.6,13.28156617,4.2,1,10,from table 4
He2023,Daphnia magna,PS,5.0000,NA,5000.0000,NA,NA,spherical,no,NA,no,no,NA,NA,no,no,no,no,no,NA,NA,NA,"BaseLine ChromTech Research Centre (Tianjin, China) ","shape is not explicitly mentioned but since the size is given as ""diameter"",  we assume it is spherical",0,0,Scenedesmus obliquus ,yes,20,NA,NA,NA,NA,504,21,7.18E+01,5.00E-03,neonates/adult,,15,65.34,7.53,1.94,1,15,15,65.34,7.95,2.05,1,15,Data extraced from Fig. 3 with metaDigitise; control and 5 ug/L MPs
He2023,Daphnia magna,PS,5.0000,NA,5000.0000,NA,NA,spherical,no,NA,no,no,NA,NA,no,no,no,no,no,NA,NA,NA,"BaseLine ChromTech Research Centre (Tianjin, China) ","shape is not explicitly mentioned but since the size is given as ""diameter"",  we assume it is spherical",0,1,Scenedesmus obliquus ,yes,20,NA,NA,NA,NA,504,21,7.18E+01,5.00E-03,neonates/adult,,15,60.00,8.88,2.29,1,15,15,45.55,8.52,2.20,1,15,Data extraced from Fig. 4 with metaDigitise; control and 5 ug/L exposed group
He2023,Daphnia magna,PS,5.0000,NA,5000.0000,NA,NA,spherical,no,NA,no,no,NA,NA,no,no,no,no,no,NA,NA,NA,"BaseLine ChromTech Research Centre (Tianjin, China) ","shape is not explicitly mentioned but since the size is given as ""diameter"",  we assume it is spherical",0,0,Scenedesmus obliquus ,yes,20,NA,NA,NA,NA,504,21,7.18E+04,5.00E+00,neonates/adult,,15,65.34,7.53,1.94,1,15,15,65.34,8.37,2.16,1,15,Data extraced from Fig. 3 with metaDigitise; control and 5 mg/L MPs
He2023,Daphnia magna,PS,5.0000,NA,5000.0000,NA,NA,spherical,no,NA,no,no,NA,NA,no,no,no,no,no,NA,NA,NA,"BaseLine ChromTech Research Centre (Tianjin, China) ","shape is not explicitly mentioned but since the size is given as ""diameter"",  we assume it is spherical",0,1,Scenedesmus obliquus ,yes,20,NA,NA,NA,NA,504,21,7.18E+04,5.00E+00,neonates/adult,,15,60.00,8.88,2.29,1,15,15,36.66,5.18,1.33,1,15,Data extraced from Fig. 4 with metaDigitise; control and 5 mg/L exposed group
LiuJQ2022,Daphnia magna,PS,5.0000,NA,5000.0000,NA,NA,spherical,no,green,yes,no,NA,NA,no,no,no,no,no,NA,488,518,"Da’e Scientific Co., Ltd (Tianjin, China) ",,0,0,Chlorella vulgaris ,yes,23,no,NA,no,NA,504,21,NA,0.0025,neonates/adult,only F0 and MP considered,10,17.71,5.54,1.75,1,10,10,16.31,4.43,1.4,1,10,from figure 3a with metaDigitise
LiuJQ2022,Daphnia magna,PS,5.0000,NA,5000.0000,NA,NA,spherical,no,green,yes,yes,UV-aged,NA,no,no,no,no,no,NA,488,518,"Da’e Scientific Co., Ltd (Tianjin, China) ",,0,0,Chlorella vulgaris ,yes,23,no,NA,no,NA,504,21,NA,0.0025,neonates/adult,only F0 and MP considered,10,17.71,4.43,1.4,1,10,10,14.91,4.43,1.4,1,10,from figure 3a with metaDigitise
LiuZ2022,Daphnia magna,PS,5.0000,NA,5000.0000,NA,NA,spherical,no,NA,no,no,NA,NA,no,no,no,no,no,NA,NA,NA,"Agilent Technologies Inc. (Santa Clara, CA, USA)",,0,0,Scenedesmus obliquus ,yes,25,NA,NA,NA,NA,504,21,2.00E+05,NA,neonates/adult,,3,41.57,3.91,2.26,10,30,3,25.19,2.93,1.69,10,30,Data extracted from Fig. S14 with metaDigitise; measure of variability assumed as SD
LiuZ2022,Daphnia magna,PS,5.0000,NA,5000.0000,NA,NA,spherical,no,NA,no,yes,UV-aged, ,no,no,no,no,no,NA,NA,NA,"Agilent Technologies Inc. (Santa Clara, CA, USA)",,0,0,Scenedesmus obliquus ,yes,25,NA,NA,NA,NA,504,21,3.30E+05,NA,neonates/adult,,3,41.57,3.91,2.26,10,30,3,17.11,3.17,1.83,10,30,Data extracted from Fig. S14 with metaDigitise; measure of variability assumed as SD
Jaikumar2019,Daphnia magna,PE,5.5000,NA,5500.0000,NA,NA,fragments,no,NA,no,no,NA,NA,no,no,no,yes,no,0.96,NA,NA,"Cospheric, USA ",mean of the size range 1-10 mm; name from Cospheric website,0,0,Pseudokirchneriella subcapitata,yes,22,no,NA,no,NA,504,21,1.00E+02,NA,neonates/adult,food concentration for the second and third week,24,39.65,6.025744767,1.23,1,24,12,31.58,4.23,1.22,1,12,from table 1; SD calculated as SD = SE × √N
Jaikumar2019,Daphnia magna,PE,5.5000,NA,5500.0000,NA,NA,fragments,no,NA,no,no,NA,NA,no,no,no,yes,no,0.96,NA,NA,"Cospheric, USA ",mean of the size range 1-10 mm; name from Cospheric website,0,0,Pseudokirchneriella subcapitata,yes,22,no,NA,no,NA,504,21,1.00E+03,NA,neonates/adult,food concentration for the second and third week,24,39.65,6.025744767,1.23,1,24,12,30.25,4.50,1.3,1,12,from table 1; SD calculated as SD = SE × √N
Jaikumar2019,Daphnia magna,PE,5.5000,NA,5500.0000,NA,NA,fragments,no,NA,no,no,NA,NA,no,no,no,yes,no,0.96,NA,NA,"Cospheric, USA ",mean of the size range 1-10 mm; name from Cospheric website,0,0,Pseudokirchneriella subcapitata,yes,22,no,NA,no,NA,504,21,1.00E+04,NA,neonates/adult,food concentration for the second and third week,24,39.65,6.025744767,1.23,1,24,12,30,6.13,1.77,1,12,from table 1; SD calculated as SD = SE × √N
Jaikumar2019,Daphnia magna,PE,5.5000,NA,5500.0000,NA,NA,fragments,no,NA,no,no,NA,NA,no,no,no,yes,no,0.96,NA,NA,"Cospheric, USA ",mean of the size range 1-10 mm; name from Cospheric website,0,0,Pseudokirchneriella subcapitata,yes,22,no,NA,no,NA,504,21,1.00E+05,NA,neonates/adult,food concentration for the second and third week,24,39.65,6.025744767,1.23,1,24,12,29.08,4.85,1.4,1,12,from table 1; SD calculated as SD = SE × √N
Jaikumar2019,Daphnia pulex,PE,5.5000,NA,5500.0000,NA,NA,fragments,no,NA,no,no,NA,NA,no,no,no,yes ,no,0.96,NA,NA,"Cospheric, USA ",mean of the size range 1-10 mm; name from Cospheric website,0,0,Pseudokirchneriella subcapitata,yes,22,no,NA,no,NA,504,21,1.00E+02,NA,neonates/adult,food concentration for the second and third week,24,30.43,9.161091638,1.87,1,24,12,20.58,6.65,1.92,1,12,from table 1; SD calculated as SD = SE × √N
Jaikumar2019,Daphnia pulex,PE,5.5000,NA,5500.0000,NA,NA,fragments,no,NA,no,no,NA,NA,no,no,no,yes ,no,0.96,NA,NA,"Cospheric, USA ",mean of the size range 1-10 mm; name from Cospheric website,0,0,Pseudokirchneriella subcapitata,yes,22,no,NA,no,NA,504,21,1.00E+03,NA,neonates/adult,food concentration for the second and third week,24,30.43,9.161091638,1.87,1,24,12,16.25,8.04,2.32,1,12,from table 1; SD calculated as SD = SE × √N
Jaikumar2019,Daphnia pulex,PE,5.5000,NA,5500.0000,NA,NA,fragments,no,NA,no,no,NA,NA,no,no,no,yes ,no,0.96,NA,NA,"Cospheric, USA ",mean of the size range 1-10 mm; name from Cospheric website,0,0,Pseudokirchneriella subcapitata,yes,22,no,NA,no,NA,504,21,1.00E+05,NA,neonates/adult,food concentration for the second and third week,24,30.43,9.161091638,1.87,1,24,12,19,10.77,3.11,1,12,from table 1; SD calculated as SD = SE × √N
Thi2021,Daphnia carinata,PE,5.5000,NA,5500.0000,NA,1.15E+07,spherical,no,NA,no,no,NA,NA,no,no,no,no,no,0.96,NA,NA,"Cospheric, USA ",,0,0,Radophicelis subcapitata,yes,20,no,NA,no,NA,504,21,2.88E+03,0.25,neonates/adult,,12,31,12,NA,1,12,12,28,11,NA,1,12,from table 3; measure of variability considered as SD;
Thi2021,Daphnia carinata,PE,5.5000,NA,5500.0000,NA,1.15E+07,spherical,no,NA,no,no,NA,NA,no,no,no,no,no,0.96,NA,NA,"Cospheric, USA ",,0,0,Radophicelis subcapitata,yes,20,no,NA,no,NA,504,21,1.15E+04,1,neonates/adult,,12,31,12,NA,1,12,12,36,17,NA,1,12,from table 3; measure of variability considered as SD;
Schwarzer2022,Daphnia magna,PS,5.7000,NA,5700.0000,NA,NA,fragments,no,NA,no,no,NA,NA,no,no,no,yes,no,1.04,NA,NA,"Polysciences, Inc. (Warrington, USA)",,0,0,Acutodesmus obliquus ,yes,20,no,NA,no,NA,504,21,5.00E+02,NA,neonates/adult,sum of first 3 broods,15,32.4,4.65,NA,1,15,15,35.1,5.54,NA,1,15,from table SI4; SD = SE * √N; Total SD= √(SD1ˆ2)+(SD2ˆ2)+⋯+(SDnˆ2)
Schwarzer2022,Daphnia magna,PS,5.7000,NA,5700.0000,NA,NA,fragments,no,NA,no,no,NA,NA,no,no,no,yes,no,1.04,NA,NA,"Polysciences, Inc. (Warrington, USA)",,0,0,Acutodesmus obliquus ,yes,20,no,NA,no,NA,504,21,5.00E+03,NA,neonates/adult,sum of first 3 broods,15,32.4,4.65,NA,1,15,15,35.4,4.48,NA,1,15,from table SI4; SD = SE * √N; Total SD= √(SD1ˆ2)+(SD2ˆ2)+⋯+(SDnˆ2)
Yin2020,Daphnia magna,PS,5.8000,NA,5800.0000,NA,NA,spherical,no,NA,no,no,NA,NA,no,no,no,no,no,NA,NA,NA,"BaseLine ChromTech Research Center, China",,0,0,Scenedesmus obliquus,yes,20,no,NA,no,NA,504,21,NA,0.5,neonates/adult,,3,111,15.02,8.67,10,30,3,108,8.39,4.84,10,30,from figure 2D with metaDigitise; variation assumed as CI 95%
Yin2020,Daphnia magna,PS,5.8000,NA,5800.0000,NA,NA,spherical,no,NA,no,no,NA,NA,no,no,no,no,no,NA,NA,NA,"BaseLine ChromTech Research Center, China",,0,0,Scenedesmus obliquus,yes,20,no,NA,no,NA,504,21,NA,1,neonates/adult,,3,111,15.02,8.67,10,30,3,84,10.16,5.86,10,30,from figure 2D with metaDigitise; variation assumed as CI 95%
Yin2020,Daphnia magna,PS,5.8000,NA,5800.0000,NA,NA,spherical,no,NA,no,no,NA,NA,no,no,no,no,no,NA,NA,NA,"BaseLine ChromTech Research Center, China",,0,0,Scenedesmus obliquus,yes,20,no,NA,no,NA,504,21,NA,2,neonates/adult,,3,111,15.02,8.67,10,30,3,53.5,7.06,4.08,10,30,from figure 2D with metaDigitise; variation assumed as CI 95%
Jeong2022,Daphnia magna,PS,6.0000,NA,6000.0000,NA,NA,spherical,no,NA,no,no,NA,NA,no,no,no,no,no,NA,NA,NA,"Polysciences (Warrington, PA, USA)",,0,0,Chlorella vulgaris,yes,25,NA,NA,NA,NA,504,21,NA,5.00E+00,neonates/adult,only control and MP alone were extracted,10,82.69,8.97,2.83,1,10,10,39.74,5.76,1.82,1,10,Data extracted from Fig. 4A with metaDigitise; co-exposure not included
Lee2023,Daphnia magna,PES,6.0000,NA,6000.0000,NA,NA,fibers,no,NA,yes,no,NA,NA,no,no,no,no,no,NA,NA,NA,"Prof. Qiqing Chen (East China Normal University, Shanghai, China) ",,0,0,Chlorella vulgaris ,yes,23,NA,NA,NA,NA,504,21,1.00E-02,8.20E-04,neonates/adult,,4,80.88,7.80,3.90,1,4,4,60.29,3.92,1.96,1,4,Data extracted from Fig. 3A with metaDigitise
Lee2023,Daphnia magna,PES,6.0000,NA,6000.0000,NA,NA,fibers,no,NA,yes,no,NA,NA,no,no,no,no,no,NA,NA,NA,"Prof. Qiqing Chen (East China Normal University, Shanghai, China) ",,0,0,Chlorella vulgaris ,yes,23,NA,NA,NA,NA,504,21,1.00E-02,8.20E-04,neonates/adult,,4,48.53,1.90,0.90,1,4,4,38.23,4.90,2.45,1,4,Data extracted from Fig. 3A with metaDigitise
Lee2023,Daphnia magna,PES,6.0000,NA,6000.0000,NA,NA,fibers,no,NA,yes,no,NA,NA,no,no,no,no,no,NA,NA,NA,"Prof. Qiqing Chen (East China Normal University, Shanghai, China) ",,0,0,Chlorella vulgaris ,yes,23,NA,NA,NA,NA,504,21,1.00E-02,8.20E-04,neonates/adult,,4,37.74,4.90,2.45,1,4,4,22.54,5.88,2.94,1,4,Data extracted from Fig. 3A with metaDigitise
Lee2023,Daphnia magna,PES,6.0000,NA,6000.0000,NA,NA,fibers,no,NA,yes,no,NA,NA,no,no,no,no,no,NA,NA,NA,"Prof. Qiqing Chen (East China Normal University, Shanghai, China) ",,0,0,Chlorella vulgaris ,yes,23,NA,NA,NA,NA,504,21,1.00E-01,8.20E-03,neonates/adult,,4,80.88,7.80,3.90,1,4,4,53.43,4.90,2.45,1,4,Data extracted from Fig. 3A with metaDigitise
Lee2023,Daphnia magna,PES,6.0000,NA,6000.0000,NA,NA,fibers,no,NA,yes,no,NA,NA,no,no,no,no,no,NA,NA,NA,"Prof. Qiqing Chen (East China Normal University, Shanghai, China) ",,0,0,Chlorella vulgaris ,yes,23,NA,NA,NA,NA,504,21,1.00E-01,8.20E-03,neonates/adult,,4,48.53,1.90,0.90,1,4,4,34.31,3.92,1.96,1,4,Data extracted from Fig. 3A with metaDigitise
Lee2023,Daphnia magna,PES,6.0000,NA,6000.0000,NA,NA,fibers,no,NA,yes,no,NA,NA,no,no,no,no,no,NA,NA,NA,"Prof. Qiqing Chen (East China Normal University, Shanghai, China) ",,0,0,Chlorella vulgaris ,yes,23,NA,NA,NA,NA,504,21,1.00E-01,8.20E-03,neonates/adult,,4,37.74,4.90,2.45,1,4,4,9.31,2.94,1.47,1,4,Data extracted from Fig. 3A with metaDigitise
Schwarzer2022,Daphnia magna,PS,6.0000,6.00E-01,6000.0000,6.00E+02,NA,spherical,no,NA,no,no,NA,NA,no,no,no,no,no,1.05,NA,NA,"Polysciences, Inc. (Warrington, USA)",,0,0,Acutodesmus obliquus ,yes,20,no,NA,no,NA,504,21,5.00E+02,NA,neonates/adult,sum of first 3 broods,15,32.4,4.65,NA,1,15,15,28.4,8.50,NA,1,15,from table SI3; SD = SE * √N; Total SD= √(SD1ˆ2)+(SD2ˆ2)+⋯+(SDnˆ2)
Schwarzer2022,Daphnia magna,PS,6.0000,6.00E-01,6000.0000,6.00E+02,NA,spherical,no,NA,no,no,NA,NA,no,no,no,no,no,1.05,NA,NA,"Polysciences, Inc. (Warrington, USA)",,0,0,Acutodesmus obliquus ,yes,20,no,NA,no,NA,504,21,5.00E+03,NA,neonates/adult,sum of first 3 broods,15,32.4,4.65,NA,1,15,15,33.9,8.51,NA,1,15,from table SI3; SD = SE * √N; Total SD= √(SD1ˆ2)+(SD2ˆ2)+⋯+(SDnˆ2)
DeFelice2019,Daphnia magna,PS,9.8600,1.30E-01,9860.0000,130,NA,spherical,no,red,no,no,NA,NA,no,no,no,no,no,1.51,NA,NA,"Sigma-Aldrich, Italy",,0,0,Pseudokirchneriella subcapitata ,yes,20,no,NA,no,NA,504,21,NA,0.125,neonates/adult,food concentration changed to 1.6E+07 after the 8th day ,15,54.31,17.13,4.42,1,15,15,70.19,20.24,5.22,1,15,from Figure 6a with metaDigitise; food amount was doubled after 8 days
DeFelice2019,Daphnia magna,PS,9.8600,1.30E-01,9860.0000,130,NA,spherical,no,red,no,no,NA,NA,no,no,no,no,no,1.51,NA,NA,"Sigma-Aldrich, Italy",,0,0,Pseudokirchneriella subcapitata ,yes,20,no,NA,no,NA,504,21,NA,1.25,neonates/adult,food concentration changed to 1.6E+07 after the 8th day ,15,54.31,17.13,4.42,1,15,15,61.95,16.35,4.22,1,15,from Figure 6a with metaDigitise; food amount was doubled after 8 days
DeFelice2019,Daphnia magna,PS,9.8600,1.30E-01,9860.0000,130,NA,spherical,no,red,no,no,NA,NA,no,no,no,no,no,1.51,NA,NA,"Sigma-Aldrich, Italy",,0,0,Pseudokirchneriella subcapitata ,yes,20,no,NA,no,NA,504,21,NA,12.5,neonates/adult,food concentration changed to 1.6E+07 after the 8th day ,15,54.31,17.13,4.42,1,15,15,73.21,17.13,4.42,1,15,from Figure 6a with metaDigitise; food amount was doubled after 8 days
Lyu2022,Daphnia magna,PS,10.0000,NA,10000.0000,NA,NA,spherical,no,NA,no,no,NA,NA,no,no,no,no,no,NA,NA,NA,"BaseLine ChromTech Research Centre, China; lot number 6-1-1000",,0,0,Pseudokirchneriella subcapitata ,yes,20,no,NA,no,NA,648,27,1.83E+05,1,neonates/adult,,4,15.45,3.1,1.55,5,20,4,0,0,0,5,20,raw data from author
Lyu2022,Daphnia magna,PS,10.0000,NA,10000.0000,NA,NA,spherical,no,NA,no,no,NA,NA,no,no,no,no,no,NA,NA,NA,"BaseLine ChromTech Research Centre, China; lot number 6-1-1000",,0,0,Pseudokirchneriella subcapitata ,yes,20,no,NA,no,NA,648,27,1.83E+05,1,neonates/adult,,4,123.3,6.27,3.13,5,20,4,0,0,0,5,20,raw data from author
Lyu2022,Daphnia magna,PS,10.0000,NA,10000.0000,NA,NA,spherical,no,NA,no,no,NA,NA,no,no,no,no,no,NA,NA,NA,"BaseLine ChromTech Research Centre, China; lot number 6-1-1000",,0,0,Pseudokirchneriella subcapitata ,yes,20,no,NA,no,NA,648,27,1.83E+05,1,neonates/adult,,4,231.1,26.4,13.02,5,20,4,10.65,2.17,1.08,5,20,raw data from author
Lyu2022,Daphnia magna,PS,10.0000,NA,10000.0000,NA,NA,spherical,no,NA,no,no,NA,NA,no,no,no,no,no,NA,NA,NA,"BaseLine ChromTech Research Centre, China; lot number 6-1-1000",,0,0,Pseudokirchneriella subcapitata ,yes,20,no,NA,no,NA,648,27,3.64E+05,2,neonates/adult,,4,15.45,3.1,1.55,5,20,4,0,0,0,5,20,raw data from author
Lyu2022,Daphnia magna,PS,10.0000,NA,10000.0000,NA,NA,spherical,no,NA,no,no,NA,NA,no,no,no,no,no,NA,NA,NA,"BaseLine ChromTech Research Centre, China; lot number 6-1-1000",,0,0,Pseudokirchneriella subcapitata ,yes,20,no,NA,no,NA,648,27,3.64E+05,2,neonates/adult,,4,123.3,6.27,3.13,5,20,4,0,0,0,5,20,raw data from author
